;;;;;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024;MO ΝΕΕΣ ΘΕΣΕΙΣ;ΜΟ ΠΡΟΣΛΗΨΕΙΣ
Εκπαιδευτικό επίπεδο;Περιφέρεια;Φύλο;Κλάδος (1ο επίπεδο ανάλυσης);Επάγγελμα (1ο επίπεδο ανάλυσης);Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;;
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;3;5;15;23;14;30;0;12;5;11;5;15;-7;16
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);;;1;1;1;1;-1;1;-1;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;2;40;2;18;6;49;-6;31;3;28;-1;28;-1;32
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;24;136;-8;67;20;121;-18;86;4;112;-33;84;2;101
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;1;4;3;5;-2;2;0;2;;;-1;1;0;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;1;7;3;9;0;2;0;1;0;2;-1;2;-1;4
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;0;2;1;3;4;5;-4;1;1;3;-1;2;0;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;1;5;-1;4;6;15;-6;4;1;3;1;3;0;6
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-2;7;0;2;1;6;-2;1;0;7;1;2;0;4
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-1;10;0;12;2;21;1;22;1;39;-9;12;1;19
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;11;1;10;-8;12;0;2;2;4;3;8;1;8
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;;;;;;;;;;;1;1;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-2;18;-8;12;1;14;1;15;-2;18;-4;19;2;16
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-1;38;3;42;-4;43;10;52;13;70;-6;57;-3;50
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;2;6;0;4;1;10;2;6;1;4;-2;1;-1;5
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Εκπαίδευση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);;;;;2;2;-1;2;;;;;-1;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Ενημέρωση και επικοινωνία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-1;;;;1;1;-1;;1;2;;;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Ενημέρωση και επικοινωνία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;;;;;;;-1;3;0;2;;;1;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Ενημέρωση και επικοινωνία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;;;1;1;;;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Ενημέρωση και επικοινωνία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;;;;;0;1;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Ενημέρωση και επικοινωνία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;2;3;0;3;0;2;0;1;1;2;-1;1;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;;;;;;;;;1;1;0;1;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;;1;2;0;1;-1;;;;-2;;1;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;;;;;;;;;1;1;;;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;1;1;;;-1;;;;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;1;4;-2;2;;;1;1;0;1;0;1;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-4;5;3;8;6;9;-3;7;-1;3;0;5;0;6
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;0;1;;;0;4;0;1;0;4;;;0;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;;;;1;1;-1;;1;1;0;1;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;1;1;;;;;0;1;-1;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;1;1;-1;;;;;;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;1;1;;;-1;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;1;-2;1;0;2;2;3;3;6;1;6;-1;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Κατασκευές;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);;;;;;;1;1;-1;;1;1;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;7;2;9;4;8;0;10;2;6;1;4;-2;7
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;30;-5;16;7;33;3;39;2;28;-1;19;-1;28
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;2;12;2;15;-3;15;-5;9;1;6;-2;6;1;11
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;-1;;;;;;1;#DIV/0!
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;1;2;;;3;5;0;4;-1;1;;;-1;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;5;6;9;-6;2;2;4;5;12;-3;5;-1;6
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταποίηση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;2;-1;4;;;3;7;-3;2;0;9;0;5
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταφορά και αποθήκευση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;1;2;0;1;0;1;1;1;1;1;;;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταφορά και αποθήκευση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;0;2;-1;6;0;3;1;3;0;5;0;8;0;5
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταφορά και αποθήκευση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;;;1;1;;;-1;;;;1;1;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταφορά και αποθήκευση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;3;12;-4;4;4;17;1;15;3;26;-2;23;-1;16
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Μεταφορά και αποθήκευση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-1;;1;1;-1;2;4;4;-3;2;-1;1;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;1;1;1;3;;;0;1;0;4;0;5;0;3
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;;;;;1;1;;;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;1;2;-1;;;;;;;;;;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;1;1;1;2;-1;1;-1;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-3;;;;1;1;-1;;;;;;1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;-1;;;;;;;;;;1;#DIV/0!
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;1;1;1;1;1;0;1;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Τέχνες, διασκέδαση και ψυχαγωγία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;;;0;1;-1;;1;2;2;2;0;1;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Τέχνες, διασκέδαση και ψυχαγωγία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;1;4;-1;1;1;1;;;-1;;;;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Τέχνες, διασκέδαση και ψυχαγωγία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;1;1;-1;;;;0;1;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Τέχνες, διασκέδαση και ψυχαγωγία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;;;;;1;1;-1;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Τέχνες, διασκέδαση και ψυχαγωγία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-2;6;-2;1;5;6;-1;3;3;7;-3;6;0;5
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;5;15;-4;10;3;16;-2;12;0;26;-2;16;0;16
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;34;127;20;114;32;120;32;141;37;150;3;162;-26;136
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;1;1;-1;;;;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-1;;1;1;1;1;;;-1;1;1;6;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-1;;;;;;;;1;2;;;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-1;2;1;1;0;3;-1;1;1;2;1;3;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-1;14;9;22;-1;19;-1;12;2;17;-5;17;-1;17
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;1;1;2;1;3;;;0;1;-1;1;0;2
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;;;;;;1;1;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;1;1;-1;;-1;;;;;;;;0;1
ΕΠΑΛ;Περιφέρεια Δυτικής Ελλάδας;Γυναίκες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;1;1;1;2;2;-3;;3;3;-2;;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;8;-2;6;0;1;1;1;1;2;2;2;-1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;1;5;0;3;-1;1;1;1;0;2;2;5;-1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;1;1;0;3;0;1;;;;;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;1;1;;;1;2;;;2;2;0;2;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;0;1;;;1;1;0;1;-1;1;0;2;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;1;1;;;-1;2;0;2;0;3;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;0;1;;;;;0;1;;;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Άλλες δραστηριότητες παροχής υπηρεσιών;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-2;5;0;5;0;3;;;0;1;1;2;0;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;0;16;2;16;1;14;1;17;1;15;6;30;-2;18
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;;;;;;;1;1;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;6;27;8;25;2;30;11;38;-4;24;1;16;-4;27
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-1;5;1;9;1;12;4;12;4;8;-1;6;-1;9
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;-1;;;;;;1;#DIV/0!
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;-1;;0;1;0;3;0;2;0;3;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;0;1;2;2;2;2;;;0;2;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Γεωργία, Δασοκομία και Αλιεία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);4;14;1;12;0;18;3;12;-4;6;-2;5;0;11
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;28;2;34;16;44;-5;31;7;61;13;64;-6;44
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;15;26;-8;33;6;39;-6;33;2;21;10;36;-3;31
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;;;1;4;0;2;5;5;5;7;-3;5
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-3;7;2;9;12;26;9;33;-5;30;17;43;-5;25
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;;;;;;;1;1;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;0;1;;;1;1;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-1;;;;;;;;1;2;0;1;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;2;0;3;2;4;-1;2;5;13;7;15;-2;7
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δημόσια διοίκηση και άμυνα, υποχρεωτική κοινωνική ασφάλιση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-12;50;11;69;26;107;-18;100;-5;95;25;114;-5;89
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διαχείριση ακίνητης περιουσίας;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;;;1;1;;;-1;;-1;;;;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διαχείριση ακίνητης περιουσίας;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;;;;;-4;;;;;;;;4;#DIV/0!
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διαχείριση ακίνητης περιουσίας;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);;;;;-1;;;;2;2;-1;;0;2
